"","event_ID","text","date","Year","people_regex"
"567",152804,"The Hon . Charlotte Knollys , the Hon . Lucia White , and Colonel Sir Henry Streatfeild were in attendance upon Her Majesty .","1920-03-3","1920","The Hon | Charlotte Knollys | Hon | Lucia White | Colonel Sir Henry Streatfeild | Her Majesty"
"568",150304,"Lt. Col. the Lord and Lady Stamfordham and the Hon . Margaret Bigge , the Hon . Mrs. Adeane , and the Rev. John and Mrs. Stirton had the honour of dining with The King and Queen this evening .","1920-08-20","1920","Lt | Col | Lord | Lady Stamfordham | Hon | Margaret Bigge | Hon | Mrs | Adeane | Rev | John | Mrs | Stirton | The King | Queen"
"569",151185,"RAMSEY , ISLE OF MAN , JULY 14 . The King and Queen and the Princess Mary , on board H.M. Yacht Victoria and Albert ( Rear - Admiral the Hon . Sir Hubert Brand ) , escorted by the Atlantic Fleet , under the command of Admiral Sir Charles Madden , Bt . , arrived in Ramsey Bay this afternoon , having been unable to anchor in Douglas Bay on account of the state of the weather and the exposed anchorage .","1920-07-16","1920","The King | Queen | Princess Mary | Yacht Victoria | Albert | Rear | Admiral | Hon | Sir Hubert Brand | Atlantic Fleet | Admiral Sir Charles Madden | Bt | Ramsey Bay | Douglas Bay"
"570",150692,"BUCKINGHAM PALACE , FEB . 13 . The Viscount Farquhar ( Lord Steward ) was received in audience by The King this morning , and presented an Address from the House of Lords , to which His Majesty was graciously pleased to make reply .","1920-02-14","1920","The Viscount Farquhar | Lord Steward | The King | Address | House of Lords | His Majesty"
"571",150452,"Captain Sir Charles Cust , Bt . , R.N. ( Equerry i to The King ) , who has been specially attached to the King and Queen of Denmark , was in attendance from Gravesend .","1920-12-1","1920","Captain Sir Charles Cust | Bt | Equerry | The King | King | Queen of Denmark | Gravesend"
"572",153711,"Queen Alexandra , accompanied by The Prin cess Victoria , and attended by The Hon . Char lotte Knollys , General Sir Dighton Probyn , and Colonel Sir Arthur Davidson , left Marlborough House for Sandringham this afternoon .","1920-10-18","1920","Queen Alexandra | The Prin | Victoria | The Hon | Char | Knollys | General Sir Dighton Probyn | Colonel Sir Arthur Davidson | Marlborough House | Sandringham"
"573",151735,"Admiral Sir Charles Madden , Bt . ( Com mander - in - Chief Atlantic Fleet ) , Admiral the Hon . Sir Arthur Calthorpe ( Commander - in Chief Portsmouth ) , Vice - Admiral Sir Arthur Leveson ( Vice - Admiral Commanding Second Battle Squadron ) , Vice - Admiral Sir Henry Oiiver ( Vice - Admiral Commanding Reserve Fleet ) , Rear - Admiral Sir Edwin Alexander Sinclair ( Admiral Superintendent Portsmouth Dockyard ) , Rear - Admiral Clement Greatorex ( Rear - Admiral Reserve Fleet Portsmouth ) , Rear - Admiral Douglas Dent ( Rear - Admiral Submarines ) , Commodore Gordon Smith , R.N. ( Royal Naval Barracks ) , and Brigadier - General E. S. Girdwood ( General Officer Commanding 9th Infantry Brigade ) had the honour of dining with The King on board the Royal Yacht . Captain Sir Charles Cust , Bt . , R.N. , has suc ceeded Captain Sir Bryan Godfrey - Faussett , R.N. , as equerry - in - waiting to The King .","1920-07-31","1920","Admiral Sir Charles Madden | Bt | Com | Chief Atlantic Fleet | Admiral | Hon | Sir Arthur Calthorpe | Commander | Chief Portsmouth | Vice | Admiral Sir Arthur Leveson | Vice | Admiral Commanding Second Battle Squadron | Vice | Admiral Sir Henry Oiiver | Vice | Admiral Commanding Reserve Fleet | Rear | Admiral Sir Edwin Alexander Sinclair | Admiral Superintendent Portsmouth Dockyard | Rear | Admiral Clement Greatorex | Rear | Admiral Reserve Fleet Portsmouth | Rear | Admiral Douglas Dent | Rear | Admiral Submarines | Commodore Gordon Smith | Royal Naval Barracks | Brigadier | General E | Girdwood | General Officer Commanding | Infantry Brigade | The King | Royal Yacht | Captain Sir Charles Cust | Bt | Captain Sir Bryan Godfrey | Faussett | The King"
"574",150300,"Vice - Admiral Henry Campbell has arrived at the Castle .","1920-08-19","1920","Vice | Admiral Henry Campbell | Castle"
"575",153372,"His Royal Highness , attended by the Hon . Sir Sidney Greville , was present at the marriage of Captain the Hon . Piers Legh with the Hon . Mrs. Alfred Shaughnessy , which was solem nized at St. Peter's Church , Eaton - square , to - day .","1920-11-16","1920","His Royal Highness | Hon | Sir Sidney Greville | Captain | Hon | Piers Legh | Hon | Mrs | Alfred Shaughnessy | St | Peter | Church | Eaton"
"576",150301,"Captain J. D. and Mrs. Ramsay had the honour of dining with the King and Queen this evening .","1920-08-19","1920","Captain J | Mrs | Ramsay | King | Queen"
"577",150675,"The Marquis and Marchioness of Cambridge have arrived at the Palace .","1920-02-10","1920","The Marquis | Marchioness of Cambridge | Palace"
"578",150213,"Her Majesty , accompanied by the Princess Victoria , attended this afternoon at St. Anne's Church , Soho , at which Bach's Passion Music ( St. John ) was sung . The Hon . Charlotte Knollys was in attend ance upon Her Majesty .","1920-04-3","1920","Her Majesty | Princess Victoria | St | Anne | Church | Soho | Bach | Passion Music | St | John | The Hon | Charlotte Knollys | Her Majesty"
"579",153375,"The Duke of York , attended by Wing Commander Louis Greig , was present at a Dinner which was given at the Connaught Rooms this evening , in aid of the Queen's ! Hospital for Children , Bethnal Green .","1920-11-17","1920","The Duke of York | Wing Commander Louis Greig | Dinner | Connaught Rooms | Queen | Hospital | Children | Bethnal Green"
"580",153220,"The Rev. F. W. and Mrs. North had the honour of being received by Their Majesties .","1920-05-31","1920","The Rev | Mrs | North | Their Majesties"
"581",153397,"The Rev. S. B. Baron , Curate at Sandringham , officiated , and the Rev. A. Rowland Grant ( Domestic Chaplain to the King ) preached the Sermon .","1920-11-1","1920","The Rev | Baron | Curate | Sandringham | Rev | Rowland Grant | Domestic Chaplain | King | Sermon"
"582",152118,"The Victoria Cross Recipients assembled at Wellington Barracks , and marched to the Garden of the Palace via Birdcage Walk , Horse Guards Parade and the Mall preceded by the Band of the Welsh Guards .","1920-06-28","1920","The Victoria Cross Recipients | Wellington Barracks | Garden of | Palace | Birdcage Walk | Horse Guards Parade | Mall | Band of | Welsh Guards"
"583",151369,"Doctor Don Manuel Arroyo also had the honour of being received by The Queen .","1920-07-23","1920","Doctor Don Manuel Arroyo | The Queen"
"584",150106,"The Revd . Canon Clement Smith and Miss Smith had the honour of dining with The King and Queen this evening .","1920-04-20","1920","The Revd | Canon Clement Smith | Miss Smith | The King | Queen"
"585",153564,"The King and Queen , accompanied by the Princess Mary , and attended by Captain Sir Bryan Godfrey - Faussett , R.N. , drove to Victoria Railway Station this evening to meet The King and Queen of Spain upon their arrival in England .","1920-11-9","1920","The King | Queen | Princess Mary | Captain Sir Bryan Godfrey | Faussett | Victoria Railway Station | The King | Queen of Spain | England"
"586",153631,"COMPANIONS - Major - General Neill MALCOLM . Brigadier General Frederic MOBERLY , Colonel Arthur BIRTWISTLE , Royal Artillery ( also received the Distinguished Service Order ) , and Colonel Edward EVANS , Wiltshire Regiment .","1920-10-13","1920","Major | General Neill M | Brigadier General Frederic M | Colonel Arthur B | Royal Artillery | Distinguished Service Order | Colonel Edward E | Wiltshire Regiment"
"587",152743,"Dame Sidney Browne ( Matron - in - Chief , Terri torial Force Nursing Service ) was also received by Her Majesty .","1920-03-26","1920","Dame Sidney Browne | Matron | Chief | Terri | Force Nursing Service | Her Majesty"
"588",153683,"His Excellency was accompanied by the following members of the German Embassy , who had the honour of being presented to His Majesty : -Baron von Vietinghoff and Herr Erich Schrootter ( First Secretaries ) , Herr","1920-10-15","1920","His Excellency | German Embassy | His Majesty | Baron | Vietinghoff | Herr Erich Schrootter | First Secretaries | Herr"
"589",153235,"Mr. and the Hon . Mrs. Lionel Cust had the honour of dining with Their Majesties .","1920-05-3","1920","Mr | Hon | Mrs | Lionel Cust | Their Majesties"
"590",153734,"The King presented his medal for general pro ficiency at the King Edward VII . Grammar School , King's Lynn , to Mr. P. N. H. Palmer , who was introduced into His Majesty's presence by Mr. C. J. L. Wagstaff , the headmaster .","1920-10-25","1920","The King | King Edward V | Grammar School | King | Lynn | Mr | Palmer | His Majesty | Mr | Wagstaff"
"591",151825,"The Lord Provost of Edinburgh and Mrs. Chesser , the Moderator of the Church of Scot land and Mrs. Martin , the Duke and Duchess of Atholl , the Duke and Duchess of Montrose , the Duchess of Roxburghe , the Earl of Erroll , the Earl and Countess of Strathmore and King horne and the Lady Elizabeth Bowes - Lyon , the Right Hon . Robert Munro , M.P. ( Keeper of the Great Seal , Secretary for Scotland ) , the Lord Justice - General and President of the Court of Session and Lady Clyde , the Lord Advocate and Mrs. Morison , the Lord and Lady Elphinstone , the Lord Balfour of Bur leigh , Admiral Sir Herbert Heath ( Commander in - Chief , Coast of Scotland ) and Lady Heath , Lieut . - General Sir Francis Davies ( General Officer Commdg . Scottish Command ) and Lady Davies , the Very Revd . A. Wallace Williamson , D.D. ( Chaplain in Ordinary to the King , Dean of the Order of the Thistle and Chapel Royal in Scotland ) , and Mrs. Williamson , and Brigadier General R. Gordon Gilmour had the honour of dining with the King and Queen this evening . The Ladies and Gentlemen of the Household also had the honour of being invited .","1920-07-6","1920","The Lord Provost of Edinburgh | Mrs | Chesser | Moderator of | Church of Scot | Mrs | Martin | Duke | Duchess of Atholl | Duke | Duchess of Montrose | Duchess of Roxburghe | Earl of Erroll | Earl | Countess of Strathmore | King | Lady Elizabeth Bowes | Lyon | Right Hon | Robert Munro | Keeper of | Great Seal | Secretary | Scotland | Lord Justice | General | President of | Court of Session | Lady Clyde | Lord Advocate | Mrs | Morison | Lord | Lady Elphinstone | Lord Balfour of Bur | Admiral Sir Herbert Heath | Commander | Chief | Coast of Scotland | Lady Heath | Lieut | General Sir Francis Davies | General Officer Commdg | Scottish Command | Lady Davies | Very Revd | Wallace Williamson | Chaplain | Ordinary | King | Dean of | Order of | Thistle | Chapel Royal | Scotland | Mrs | Williamson | Brigadier General R | Gordon Gilmour | King | Queen | The Ladies | Gentlemen of | Household"
"592",153345,"The Queen , accompanied by the Princess Mary , and attended by the Lady Ampthill and Mr. Harry Verney , was present at a Matinée in aid of the British Hospital for Mothers and Babies , Woolwich , which was given at the New Theatre this afternoon .","1920-11-13","1920","The Queen | Princess Mary | Lady Ampthill | Mr | Harry Verney | Matin | British Hospital | Mothers | Babies | Woolwich | New Theatre"
"593",151883,"The deputation , consisting of General The Right Hon . Sir John Maxwell ( Colonel of the Black Watch Royal Highlanders ) , the Officer Commanding , the . Adjutant , the Sergeant Major and the Pipe - Major of the 2nd Battalion , was presented to His Majesty by Colonel the Duke of Atholl .","1920-07-8","1920","The | General The Right Hon | Sir John Maxwell | Colonel of | Black Watch Royal Highlanders | Officer Commanding | Adjutant | Sergeant Major | Pipe | Major of | Battalion | His Majesty | Colonel | Duke of Atholl"
"594",153042,"The King and Queen , accompanied by tho Prince Albert and the Princess Mary , and attended by the Countess Fortescue , the Lord Stanmore , Colonel the Hon . Claude Willoughby , and Captain Sir Charles Cust , Bt . , R.N. , were present at a Memorial Service for the Crown Princess of Sweden , which took place by com mand of His Majesty at the Chapel Royal , St. James's Palace .","1920-05-14","1920","The King | Queen | Prince Albert | Princess Mary | Countess Fortescue | Lord Stanmore | Colonel | Hon | Claude Willoughby | Captain Sir Charles Cust | Bt | Memorial Service | Crown Princess of Sweden | His Majesty | Chapel Royal | St | James | Palace"
"595",151171,"MARLBOROUGH HOUSE , JULY 12 . The King and Queen of Spain end the Lord Leopold Mount Batten visited Queen Alexandra this afternoon .","1920-07-13","1920","The King | Queen of Spain | Lord Leopold Mount Batten | Queen Alexandra"
